hours_studied_per_week,attendance_percentage,previous_grade,sleep_hours_per_night,has_tutor,study_group_participation,assignments_completion_percentage,extracurricular_hours_per_week,final_grade
16.7,95.8,76.5,8.1,1,0,100.0,1.5,87.8
18.3,77.6,70.6,5.9,0,1,100.0,8.9,80.6
25.1,79.4,82.7,7.5,1,0,100.0,0.9,93.7
14.1,82.6,81.7,7.1,0,1,100.0,8.5,88.7
11.0,91.4,57.6,9.2,0,1,83.2,9.2,63.4
8.1,96.5,74.6,5.5,1,0,96.6,6.4,78.3
11.3,65.4,85.7,6.8,1,1,76.6,2.5,72.6
14.8,99.0,87.7,6.0,0,0,100.0,3.1,88.9
24.0,88.8,79.5,7.1,0,0,100.0,6.1,90.7
12.4,89.1,72.2,7.8,1,0,76.9,4.5,70.2
16.1,78.0,80.1,6.0,0,0,98.5,3.0,76.3
14.9,81.6,84.7,6.5,0,0,90.8,12.1,76.4
20.9,89.3,76.4,8.4,1,1,100.0,3.5,100.0
27.6,60.3,77.7,9.0,0,1,100.0,11.1,78.5
12.3,81.7,72.0,7.7,0,0,83.6,0.2,68.6
12.6,88.0,59.0,6.8,0,1,60.9,0.4,55.2
20.2,80.6,72.9,6.7,0,1,100.0,1.8,85.1
18.4,94.2,66.9,7.8,0,1,96.9,1.5,88.5
24.2,56.4,66.9,7.3,0,1,76.0,4.6,71.4
17.9,73.3,92.2,4.5,0,0,96.7,0.5,74.6
13.2,43.8,86.4,7.9,0,0,87.2,11.2,61.8
18.0,83.1,54.7,5.7,0,1,100.0,1.1,77.1
20.5,95.5,62.0,4.9,0,0,100.0,1.7,79.1
19.1,74.1,70.6,4.5,1,0,100.0,1.0,74.4
17.5,88.5,67.3,6.7,0,0,100.0,2.6,76.7
20.3,78.6,78.8,5.5,1,0,100.0,0.2,87.7
20.8,97.9,60.1,4.0,0,0,100.0,0.5,79.6
21.9,70.8,86.5,6.5,1,0,83.2,4.1,84.2
18.2,77.6,74.5,6.3,0,0,100.0,0.6,85.2
14.2,68.6,70.9,6.8,0,1,92.0,0.8,72.2
15.7,95.9,74.8,6.1,1,0,70.4,4.7,74.5
21.0,72.2,70.0,9.7,1,0,100.0,0.3,77.9
10.9,93.2,50.6,7.8,0,0,100.0,1.7,63.7
16.8,61.8,75.1,6.3,1,0,89.8,0.1,73.3
13.0,80.7,71.2,6.9,0,0,100.0,1.3,71.3
15.1,79.7,63.5,9.1,1,0,84.9,3.6,75.0
21.4,89.0,88.2,8.4,0,0,80.6,0.3,86.9
16.0,94.8,83.0,4.9,0,1,100.0,6.6,88.8
15.2,83.9,100.0,5.5,0,0,100.0,7.2,84.6
8.2,64.0,85.0,5.8,0,0,59.2,0.3,46.6
18.7,73.5,67.3,6.3,1,0,96.2,14.0,79.3
18.2,63.6,64.1,6.1,0,1,100.0,1.1,70.7
25.8,96.0,69.1,7.1,0,1,100.0,0.3,92.0
13.5,92.0,67.0,8.1,0,1,98.5,0.0,78.2
16.1,76.3,76.3,8.4,0,0,100.0,1.6,77.0
16.2,82.7,56.5,6.5,0,0,100.0,3.0,69.3
22.9,85.9,82.8,4.5,0,0,100.0,1.2,83.3
14.5,89.4,76.1,5.4,1,1,100.0,5.4,86.9
16.4,90.6,81.4,6.2,0,0,100.0,3.8,86.8
18.0,92.0,61.3,5.1,0,1,100.0,1.3,75.0
15.9,64.8,78.0,8.7,1,1,91.7,4.0,78.2
12.8,75.9,90.6,5.2,0,1,100.0,8.5,81.5
16.0,87.7,64.7,7.9,1,0,100.0,0.3,82.6
20.4,92.2,64.3,4.5,1,1,100.0,1.1,82.6
9.9,91.1,83.5,8.0,0,0,88.4,1.9,68.9
15.7,71.2,63.4,6.8,0,0,95.2,2.1,70.2
11.5,78.4,72.2,9.3,0,0,96.6,2.3,62.9
21.0,77.5,92.7,5.3,0,1,100.0,1.1,93.3
7.4,86.5,64.5,6.2,1,0,57.9,3.3,52.2
12.2,93.6,93.5,6.4,0,0,97.7,3.1,79.0
16.9,70.5,71.0,6.8,0,0,93.9,2.6,70.7
22.8,50.3,61.5,6.5,0,1,84.9,0.4,65.9
14.7,90.7,82.2,6.5,0,1,100.0,1.9,83.1
12.2,95.1,76.3,6.5,0,1,100.0,1.3,80.4
24.4,88.1,75.2,4.0,1,0,100.0,2.0,87.7
7.8,82.4,65.8,8.5,0,0,95.2,7.6,64.7
4.0,80.5,76.2,11.3,0,0,79.6,2.0,46.9
17.2,82.4,50.2,7.4,0,0,100.0,0.0,69.4
12.5,83.9,77.6,5.3,1,1,75.6,1.7,75.2
9.9,78.5,90.6,5.4,0,0,81.8,5.2,72.9
18.5,91.0,53.8,7.9,1,0,100.0,4.5,76.4
16.2,67.1,70.1,7.6,0,0,100.0,2.2,76.8
12.2,69.8,64.5,6.6,1,1,95.9,0.9,72.1
8.6,89.4,56.9,8.1,0,0,81.9,1.9,60.1
19.4,94.5,50.4,4.0,0,0,100.0,2.5,69.3
18.3,84.7,60.8,8.1,0,1,100.0,20.0,65.1
14.5,83.8,72.1,7.4,0,0,100.0,3.1,79.4
24.2,43.6,88.8,5.5,0,1,89.1,3.6,72.2
9.6,78.5,56.7,4.9,0,0,81.8,2.0,47.1
7.4,80.6,78.5,7.2,0,1,85.8,1.3,62.8
11.5,90.6,77.6,9.1,0,0,94.5,5.0,76.0
14.8,91.4,95.1,6.7,1,0,96.3,2.0,91.4
16.2,94.1,81.9,5.7,0,1,100.0,15.7,83.5
13.8,87.0,82.5,7.3,1,0,85.6,1.8,82.4
16.8,92.0,83.4,9.7,0,0,99.1,0.2,80.1
8.7,62.8,63.9,7.6,0,0,64.3,3.4,46.8
22.2,73.2,68.1,7.8,0,1,100.0,0.1,80.1
14.6,72.8,88.4,8.8,0,0,74.9,0.9,66.8
20.6,60.9,50.4,7.7,1,1,100.0,1.3,73.5
16.7,91.0,66.8,5.8,0,1,86.6,4.0,76.5
17.3,84.6,59.0,4.4,1,1,100.0,2.0,80.7
17.8,55.3,77.8,5.6,1,0,95.1,0.1,71.0
17.2,80.3,69.9,5.3,0,0,100.0,2.9,78.7
18.2,65.1,82.5,8.0,1,1,78.7,1.6,79.1
21.6,89.0,73.7,8.2,0,0,100.0,7.6,89.3
16.0,58.5,56.4,7.3,1,0,59.5,2.1,48.6
18.5,87.6,57.0,5.1,1,0,97.0,3.7,71.8
14.6,77.3,74.9,9.7,0,0,94.1,0.7,69.7
22.2,72.2,65.7,6.4,1,0,100.0,4.3,85.2
11.6,79.2,68.6,7.9,0,0,84.1,3.8,62.9
24.0,94.5,86.3,7.1,0,1,100.0,7.0,100.0
14.8,63.1,84.1,7.3,0,0,71.7,0.1,65.9
7.8,69.4,96.6,7.9,0,0,80.8,1.8,63.7
15.6,88.3,71.2,6.0,0,0,71.8,3.4,66.2
11.6,84.2,67.3,9.0,1,0,100.0,0.3,80.7
19.2,51.8,80.0,4.6,0,0,75.5,1.6,57.1
11.7,80.4,68.3,5.4,0,1,100.0,8.5,74.4
12.8,82.4,68.7,8.9,0,1,97.9,1.7,71.7
5.6,77.8,72.6,7.9,0,0,75.5,12.7,54.9
12.7,92.0,94.8,10.8,1,0,99.9,0.2,88.1
2.9,78.4,83.4,7.1,1,0,71.3,3.8,58.8
7.1,92.7,84.7,9.6,1,1,77.4,2.6,74.7
18.8,76.2,94.3,4.2,0,1,76.5,2.1,82.9
18.9,65.9,85.8,4.9,0,1,96.0,10.6,79.6
17.1,89.9,61.4,8.3,1,0,100.0,0.4,83.0
10.2,85.2,85.6,4.4,1,1,66.7,6.8,67.1
14.8,86.1,87.2,6.7,0,0,100.0,3.5,83.6
15.0,90.0,82.8,8.8,0,0,100.0,0.9,80.5
9.2,78.5,72.7,7.8,1,1,86.5,7.0,76.6
22.5,92.8,81.6,7.0,1,1,100.0,1.7,100.0
19.4,71.3,74.8,6.3,0,0,85.4,5.0,73.5
13.9,79.2,63.3,7.3,1,0,93.0,1.5,77.9
15.1,82.5,66.2,7.9,0,0,85.9,5.7,75.5
16.0,84.9,83.4,6.0,0,0,99.0,3.0,83.8
4.8,50.4,64.1,7.6,0,0,67.1,0.5,36.9
13.8,97.7,65.3,8.6,0,1,81.4,3.1,70.0
11.6,82.6,84.0,6.7,0,1,61.0,0.6,60.9
10.0,78.0,76.6,7.1,0,1,92.9,1.6,74.0
13.6,58.8,81.9,7.7,0,1,77.7,0.6,62.0
24.0,84.8,60.3,7.8,1,0,100.0,0.1,85.9
18.2,48.6,81.6,8.3,1,1,88.7,0.7,73.0
12.1,71.1,67.1,5.5,0,0,76.4,2.3,57.9
17.9,72.9,62.8,6.2,0,0,90.5,2.0,68.1
22.0,72.8,68.9,6.3,1,0,100.0,2.1,87.0
19.6,89.7,91.3,5.6,0,0,93.8,0.9,89.7
15.3,82.8,70.6,4.3,1,1,95.4,3.5,82.3
11.8,72.5,100.0,4.0,1,1,55.4,3.7,70.2
18.5,62.6,50.3,8.8,0,0,100.0,1.3,64.6
17.0,65.5,56.4,4.7,1,1,100.0,6.4,69.6
19.5,89.4,90.9,9.3,1,0,100.0,3.1,91.2
18.2,87.4,93.9,8.1,0,1,100.0,3.7,88.0
20.2,74.4,64.6,6.4,0,0,85.2,1.0,66.5
12.3,98.1,75.8,7.9,0,0,97.2,0.0,77.8
21.6,85.8,83.5,7.6,0,0,100.0,6.0,90.2
16.0,78.7,72.2,5.3,0,1,94.6,5.2,75.3
25.4,72.5,76.8,7.0,0,0,100.0,0.4,83.1
11.6,90.4,75.1,5.5,0,1,97.7,1.4,74.0
23.7,78.1,57.2,8.0,1,0,100.0,3.2,78.6
16.0,67.6,70.9,5.9,0,1,100.0,3.2,74.1
11.7,40.0,75.1,6.9,0,1,78.0,5.9,54.3
12.6,92.4,76.2,6.8,0,0,75.0,0.5,66.3
13.4,84.8,54.2,7.2,0,0,97.3,1.7,71.4
17.1,76.3,84.0,9.5,0,1,93.7,0.3,77.9
17.6,93.9,76.6,6.6,0,1,88.8,1.5,87.8
12.1,91.4,62.3,8.8,0,1,100.0,0.0,76.6
14.9,94.1,96.6,7.7,1,0,100.0,6.9,96.0
25.7,88.2,70.8,9.1,1,0,100.0,2.2,84.3
23.6,73.9,71.6,6.5,0,1,100.0,5.7,84.5
17.2,93.5,82.7,8.0,0,0,100.0,0.2,89.2
15.2,85.8,97.6,6.9,0,0,92.6,0.8,82.8
15.6,81.9,83.2,4.0,1,0,100.0,0.9,82.7
18.1,95.9,84.9,5.4,0,1,95.7,1.5,90.8
9.9,66.9,63.0,7.9,1,1,76.3,4.9,60.0
13.7,70.8,76.0,7.8,0,0,78.0,1.5,62.5
6.7,78.7,68.6,5.1,0,0,94.0,0.7,59.2
17.0,92.8,83.4,7.3,0,0,74.3,0.2,76.5
18.2,67.4,84.6,7.8,1,0,84.7,0.2,77.4
12.6,72.8,94.6,6.9,1,0,57.0,4.3,67.6
22.9,84.7,49.1,8.1,0,1,80.1,1.8,69.6
8.9,77.9,67.4,7.9,0,0,73.4,3.9,51.8
7.7,71.3,90.6,6.9,0,0,79.8,3.4,66.7
16.1,86.8,58.2,6.2,0,1,96.1,0.4,71.4
20.2,69.4,84.7,8.6,1,0,90.5,0.5,74.9
23.4,84.6,88.6,7.7,1,0,100.0,4.2,97.5
12.7,73.4,74.7,4.9,1,0,96.4,3.8,70.2
20.4,85.8,57.9,7.3,1,0,100.0,1.4,88.8
14.8,90.0,73.5,5.3,0,1,100.0,0.2,76.1
14.1,84.2,92.5,5.6,1,0,90.2,0.0,78.1
19.4,94.9,93.5,6.0,1,0,86.3,1.0,92.7
18.3,43.7,77.5,7.1,0,1,100.0,0.0,71.2
7.1,93.6,63.3,7.6,1,1,92.1,0.8,69.7
22.4,80.6,95.9,6.4,0,0,100.0,1.6,92.6
21.9,87.2,84.9,6.5,1,0,100.0,0.4,90.1
11.9,91.5,64.1,6.2,0,1,100.0,0.3,68.6
17.0,77.2,79.1,8.6,0,0,77.1,6.8,77.5
17.5,94.4,78.6,4.0,0,1,100.0,2.6,84.8
16.3,69.8,67.4,6.5,0,1,91.3,8.2,73.1
12.2,84.0,79.2,9.3,0,1,93.0,1.3,73.7
11.6,60.8,88.3,7.8,0,0,86.6,3.4,69.8
14.9,84.8,71.4,8.9,0,0,90.1,0.7,73.4
20.9,51.6,89.5,4.0,0,1,100.0,2.9,76.5
17.7,89.4,53.9,5.1,1,0,91.9,0.4,73.0
13.1,96.8,100.0,7.8,1,0,96.2,0.0,91.2
18.9,87.5,75.7,9.3,0,0,85.7,8.0,78.2
2.0,80.0,87.9,5.3,1,0,55.4,2.4,51.0
20.7,58.2,77.6,6.4,0,1,88.2,7.8,78.4
6.3,94.3,65.1,7.6,1,0,98.2,1.2,73.8
13.2,96.8,74.6,4.8,0,1,89.1,1.2,75.1
9.4,74.6,52.1,7.8,0,0,67.3,1.5,42.1
8.5,66.4,83.3,4.0,0,0,79.1,3.7,50.9
20.8,82.0,77.3,7.7,0,0,89.7,2.5,81.0
12.7,88.9,72.7,5.5,1,1,75.6,7.8,79.6
16.7,86.1,84.0,6.3,1,1,100.0,0.1,87.7
14.8,93.6,75.5,8.0,0,0,97.4,3.7,80.2
17.4,62.1,82.3,7.7,0,1,100.0,1.2,79.1
15.4,77.6,86.5,7.0,1,0,78.5,0.6,75.4
8.6,96.4,68.4,8.5,1,1,87.5,2.1,74.3
20.0,69.6,65.0,4.4,0,1,97.0,2.1,76.8
12.5,73.9,54.3,7.3,0,1,83.7,0.4,61.6
7.2,60.9,76.5,5.8,0,1,76.3,0.7,50.6
12.9,89.7,80.4,8.4,0,0,95.3,1.6,84.9
22.5,80.0,59.1,8.0,0,0,100.0,1.6,77.6
19.3,47.1,92.0,8.1,0,0,92.9,1.1,73.9
13.3,94.6,65.1,9.5,1,0,100.0,0.5,80.9
13.3,76.6,49.8,8.7,0,1,68.2,0.0,50.3
13.4,81.9,92.9,6.8,1,0,51.7,10.5,73.5
25.4,82.0,51.3,7.0,1,1,100.0,8.6,82.9
16.9,74.1,86.6,7.9,1,0,100.0,2.0,91.6
17.2,94.6,83.7,7.2,0,0,100.0,15.9,83.5
20.2,92.9,78.8,8.1,1,1,100.0,3.4,100.0
16.2,79.2,68.7,4.0,0,0,100.0,0.2,74.5
13.7,81.5,81.0,9.8,0,1,57.4,0.4,56.4
14.0,80.8,87.6,7.1,0,0,97.6,7.4,86.9
14.6,81.8,63.2,4.6,0,1,92.2,3.0,63.7
14.8,79.1,86.7,5.6,1,0,79.6,5.6,74.0
18.6,76.4,86.2,4.0,1,0,100.0,6.9,83.8
15.3,86.1,78.5,5.4,0,1,100.0,1.8,81.7
18.7,90.1,68.5,6.8,0,1,79.8,0.1,75.5
14.6,83.9,86.2,9.3,0,0,74.6,0.6,68.3
15.4,95.2,81.1,7.6,0,0,100.0,0.2,84.8
5.0,76.9,62.8,7.3,1,0,70.6,0.6,54.2
19.6,92.4,70.6,5.3,0,0,100.0,1.6,82.8
16.7,81.5,84.8,5.8,1,1,86.0,0.4,85.8
20.0,81.1,76.4,5.9,0,1,100.0,0.5,89.4
2.0,90.6,88.0,5.9,0,0,63.5,1.8,52.9
25.4,90.6,70.9,6.5,0,0,100.0,1.2,82.5
14.3,95.1,63.0,6.6,0,1,100.0,1.9,79.9
20.5,87.8,100.0,6.5,0,0,100.0,1.7,91.4
9.8,89.8,54.8,6.0,1,1,90.0,3.1,66.1
18.1,89.5,69.0,7.2,1,0,100.0,8.3,92.2
9.7,96.9,78.4,6.5,0,1,93.6,0.3,75.4
11.9,89.2,86.8,4.6,0,0,93.5,0.3,68.9
24.6,84.9,82.8,7.1,0,1,100.0,5.7,89.1
14.0,73.2,100.0,6.8,0,0,81.2,2.1,76.2
16.1,77.8,73.6,4.6,0,0,100.0,4.4,77.0
19.4,69.9,64.5,6.1,0,1,98.2,0.7,78.3
17.5,81.5,72.4,7.9,1,0,95.1,5.3,84.6
15.8,55.0,71.2,5.3,1,0,69.5,7.7,67.1
16.8,92.4,74.2,5.1,1,0,100.0,3.0,84.1
27.0,74.5,63.2,6.5,0,0,100.0,0.3,75.4
14.7,79.0,84.4,7.9,1,1,94.1,6.8,80.6
16.0,54.0,79.4,9.7,0,1,87.0,4.7,66.6
20.3,90.2,59.8,8.0,0,0,100.0,4.2,84.0
20.5,86.6,86.6,8.6,1,1,100.0,0.1,100.0
20.9,81.7,65.3,7.5,0,0,100.0,4.8,80.5
18.2,83.3,60.8,6.0,0,1,100.0,0.4,77.7
9.3,90.5,76.0,8.0,1,0,100.0,0.8,81.3
23.2,40.4,53.9,6.9,1,0,92.9,2.6,65.9
9.3,78.8,82.1,7.6,1,0,96.1,0.9,69.5
16.5,91.3,40.9,5.6,0,0,100.0,3.2,67.1
11.2,61.9,62.6,7.7,0,0,77.3,2.8,56.3
14.7,63.7,93.9,6.8,1,0,91.9,0.3,77.0
16.6,89.3,66.8,7.3,0,1,100.0,3.2,82.0
16.6,69.3,68.9,6.9,0,0,100.0,7.7,72.4
17.1,85.2,90.3,6.6,0,1,100.0,0.5,80.9
23.1,66.1,65.5,7.7,0,0,72.0,2.7,68.8
17.3,85.1,84.2,6.4,0,1,100.0,1.3,86.3
13.8,73.5,89.1,4.6,0,1,97.4,1.8,81.1
19.8,84.6,80.7,4.2,0,1,88.5,1.0,81.3
20.9,66.7,57.7,7.3,0,1,95.1,1.3,73.3
8.9,89.2,67.8,6.3,0,1,74.8,0.1,59.9
18.0,64.5,100.0,4.4,0,0,99.8,12.0,81.4
18.5,81.6,69.1,7.2,1,1,100.0,2.9,91.0
13.5,75.0,100.0,6.9,0,0,91.4,2.1,81.0
21.9,93.8,95.5,6.3,0,0,100.0,1.5,97.9
14.2,85.0,81.2,7.4,1,0,90.0,2.3,81.1
15.6,76.3,78.6,9.0,0,1,100.0,1.4,75.8
14.1,97.0,69.4,8.9,0,0,81.5,1.3,69.1
15.1,69.2,73.9,7.2,0,0,71.5,1.9,63.0
9.5,83.8,66.7,6.9,1,0,86.4,1.0,63.4
7.8,70.1,74.2,7.2,1,1,41.1,0.6,45.3
23.0,69.1,58.7,7.5,1,0,100.0,2.4,81.7
10.8,58.1,58.0,6.6,1,0,91.7,5.6,60.0
10.0,98.1,90.6,7.3,0,0,71.7,0.5,70.7
4.2,81.2,55.7,4.6,0,1,80.0,0.1,45.0
11.8,69.0,85.6,7.1,0,1,98.0,0.9,80.5
8.4,84.1,52.3,7.7,0,1,84.5,11.7,61.7
23.2,80.6,82.6,6.3,1,1,100.0,5.3,91.7
20.0,94.9,72.5,6.9,0,0,100.0,2.7,85.0
11.6,57.8,90.9,5.3,0,1,51.6,7.9,58.4
26.3,76.0,71.0,5.1,1,0,100.0,1.8,84.2
19.9,76.0,50.9,7.3,0,0,79.9,12.3,63.2
13.4,90.1,72.7,5.9,0,0,95.8,1.1,69.4
2.5,52.4,76.9,4.3,0,0,52.2,0.8,27.4
26.5,85.8,73.4,5.3,0,1,100.0,3.0,83.7
8.1,96.2,81.9,5.6,0,0,69.2,1.4,61.6
6.8,63.1,68.2,8.2,0,1,75.1,3.0,57.6
20.1,95.0,59.8,7.3,0,0,97.4,1.1,78.5
27.2,97.8,63.0,5.7,1,0,100.0,2.9,84.3
21.9,77.7,68.8,6.1,1,0,75.8,1.0,73.5
17.8,95.6,68.7,9.0,0,1,100.0,0.2,85.8
18.0,91.3,100.0,8.4,0,1,100.0,7.3,94.5
19.3,87.4,90.1,5.3,1,0,82.9,6.4,91.7
18.8,90.3,83.2,8.7,1,0,98.0,10.6,90.5
16.4,60.4,80.4,6.9,0,0,87.6,3.8,68.4
15.5,69.6,78.6,8.2,0,1,87.6,3.4,69.5
14.7,89.9,78.7,6.8,1,1,100.0,2.5,90.9
11.2,67.3,77.0,8.8,0,0,87.6,0.4,61.6
13.6,71.3,75.5,5.3,0,1,92.1,0.6,69.1
6.5,73.9,49.9,6.6,0,0,76.1,1.0,41.5
14.5,90.4,70.6,8.8,0,0,100.0,6.6,77.5
10.1,93.1,72.1,4.0,0,1,75.1,0.6,58.7
9.5,86.6,66.0,6.9,0,0,65.9,7.7,57.5
15.9,46.9,68.3,6.4,1,0,91.3,2.2,63.9
22.0,83.6,78.6,8.0,0,0,100.0,3.8,82.7
19.6,81.0,84.2,8.6,0,0,100.0,0.4,92.7
7.1,98.0,78.6,8.1,0,1,99.3,0.9,72.3
10.1,85.6,83.9,7.4,1,1,58.4,9.5,70.4
19.7,86.7,84.1,7.1,0,1,100.0,0.9,85.6
10.1,81.4,71.4,6.5,0,0,42.9,1.1,39.8
13.9,92.2,81.3,7.3,0,0,100.0,0.7,82.1
17.8,86.2,54.0,9.2,1,0,100.0,0.4,76.1
10.2,80.8,70.4,5.8,0,0,87.9,0.8,65.4
15.5,88.2,69.0,6.4,0,1,100.0,3.1,81.2
8.3,82.6,93.4,6.9,0,1,71.9,1.8,68.1
12.0,97.2,79.0,8.5,1,0,65.4,2.4,67.7
16.6,87.3,59.0,7.3,0,1,68.8,0.4,69.6
7.0,79.9,82.1,8.5,1,1,80.2,4.9,73.6
17.2,88.0,85.9,8.6,1,0,98.3,4.6,87.2
14.9,73.4,73.9,7.9,1,1,97.7,0.1,80.9
17.8,77.7,83.3,5.4,0,0,100.0,1.5,79.9
16.1,91.6,45.1,9.5,1,0,100.0,0.2,69.9
21.8,88.4,42.6,9.1,0,0,95.0,4.7,73.0
